1004, 452157, 1, 0, 0
2001, 455092, 1, 0, 0
3010, 453498, 1, 0, 0
4011, 450041, 1, 0, 0
5000, 451298, 1, 0, 0
6001, 450148, 1, 0, 0
7011, 447541, 1, 0, 0
8002, 445834, 1, 0, 0
9008, 439221, 1, 0, 0
10011, 437741, 1, 0, 0
11000, 458742, 1, 0, 0
12005, 452046, 1, 0, 0
13005, 449484, 1, 0, 0
14010, 458770, 1, 0, 0
15008, 448652, 1, 0, 0
16001, 453327, 1, 0, 0
17006, 458912, 1, 0, 0
18008, 443948, 1, 0, 0
19008, 449440, 1, 0, 0
20013, 432415, 1, 0, 0
21008, 440943, 1, 0, 0
22013, 458746, 1, 0, 0
23003, 459057, 1, 0, 0
24003, 450159, 1, 0, 0
25012, 447110, 1, 0, 0
26005, 446552, 1, 0, 0
27010, 458829, 1, 0, 0
28000, 455745, 1, 0, 0
29010, 456983, 1, 0, 0
30000, 458808, 1, 0, 0
31003, 458243, 1, 0, 0
32007, 458384, 1, 0, 0
33012, 458731, 1, 0, 0
34009, 455058, 1, 0, 0
35003, 447018, 1, 0, 0
36003, 456690, 1, 0, 0
37005, 444088, 1, 0, 0
38007, 444046, 1, 0, 0
39012, 458735, 1, 0, 0
40011, 449081, 1, 0, 0
41012, 450281, 1, 0, 0
42002, 458789, 1, 0, 0
43007, 445195, 1, 0, 0
44011, 438355, 1, 0, 0
45001, 458732, 1, 0, 0
46005, 458470, 1, 0, 0
47007, 437438, 1, 0, 0
48008, 437274, 1, 0, 0
49013, 458592, 1, 0, 0
50013, 456487, 1, 0, 0
51000, 437268, 1, 0, 0
52000, 449613, 1, 0, 0
53008, 446495, 1, 0, 0
54006, 455467, 1, 0, 0
55011, 458314, 1, 0, 0
56004, 446424, 1, 0, 0
57007, 457990, 1, 0, 0
58009, 450634, 1, 0, 0
59007, 448529, 1, 0, 0
60003, 454596, 1, 0, 0
