1191, 8701, 1, 0, 0
2192, 8695, 1, 0, 0
3193, 8567, 1, 0, 0
4194, 8695, 1, 0, 0
5196, 8695, 1, 0, 0
6197, 8695, 1, 0, 0
7198, 8695, 1, 0, 0
8199, 8823, 1, 0, 0
9200, 8951, 1, 0, 0
10201, 8823, 1, 0, 0
11203, 8567, 1, 0, 0
12204, 8695, 1, 0, 0
13205, 8695, 1, 0, 0
14206, 8567, 1, 0, 0
15207, 8832, 1, 0, 0
16209, 8439, 1, 0, 0
17209, 8576, 1, 0, 0
18211, 8823, 1, 0, 0
19212, 8823, 1, 0, 0
20213, 9070, 1, 0, 0
21214, 8703, 1, 0, 0
22215, 8567, 1, 0, 0
23217, 8567, 1, 0, 0
24218, 8695, 1, 0, 0
25219, 8823, 1, 0, 0
26220, 8704, 1, 0, 0
27221, 8567, 1, 0, 0
28223, 8567, 1, 0, 0
29224, 8567, 1, 0, 0
30225, 8439, 1, 0, 0
31226, 8567, 1, 0, 0
32228, 8567, 1, 0, 0
33229, 8567, 1, 0, 0
34229, 8576, 1, 0, 0
35230, 8823, 1, 0, 0
36231, 8567, 1, 0, 0
37233, 8823, 1, 0, 0
38234, 8823, 1, 0, 0
39235, 8439, 1, 0, 0
40236, 8823, 1, 0, 0
41238, 8695, 1, 0, 0
42239, 8439, 1, 0, 0
43240, 8951, 1, 0, 0
44241, 8832, 1, 0, 0
45243, 8567, 1, 0, 0
46244, 8567, 1, 0, 0
47245, 8951, 1, 0, 0
48246, 8823, 1, 0, 0
49248, 8567, 1, 0, 0
50249, 8695, 1, 0, 0
51250, 8951, 1, 0, 0
52251, 8695, 1, 0, 0
53252, 8695, 1, 0, 0
54254, 8567, 1, 0, 0
55255, 8567, 1, 0, 0
56256, 8695, 1, 0, 0
57257, 8695, 1, 0, 0
58258, 8567, 1, 0, 0
59259, 8704, 1, 0, 0
