1004, 461014, 1, 0, 0
2001, 464189, 1, 0, 0
3010, 462869, 1, 0, 0
4011, 459207, 1, 0, 0
5000, 460470, 1, 0, 0
6001, 459175, 1, 0, 0
7011, 456601, 1, 0, 0
8002, 454618, 1, 0, 0
9008, 448292, 1, 0, 0
10011, 446934, 1, 0, 0
11000, 467470, 1, 0, 0
12005, 461033, 1, 0, 0
13005, 458728, 1, 0, 0
14010, 467930, 1, 0, 0
15008, 457814, 1, 0, 0
16001, 462323, 1, 0, 0
17006, 467937, 1, 0, 0
18008, 452977, 1, 0, 0
19008, 458728, 1, 0, 0
20013, 441524, 1, 0, 0
21008, 449831, 1, 0, 0
22013, 467919, 1, 0, 0
23003, 467932, 1, 0, 0
24003, 459220, 1, 0, 0
25012, 456173, 1, 0, 0
26005, 455536, 1, 0, 0
27010, 467890, 1, 0, 0
28000, 464878, 1, 0, 0
29010, 466272, 1, 0, 0
30000, 467919, 1, 0, 0
31003, 466998, 1, 0, 0
32007, 467453, 1, 0, 0
33012, 467906, 1, 0, 0
34009, 464202, 1, 0, 0
35003, 456002, 1, 0, 0
36003, 465593, 1, 0, 0
37005, 452999, 1, 0, 0
38007, 453009, 1, 0, 0
39012, 467901, 1, 0, 0
40011, 458283, 1, 0, 0
41012, 459183, 1, 0, 0
42002, 467937, 1, 0, 0
43007, 454355, 1, 0, 0
44011, 447416, 1, 0, 0
45001, 467918, 1, 0, 0
46005, 467461, 1, 0, 0
47007, 446511, 1, 0, 0
48008, 446484, 1, 0, 0
49013, 467915, 1, 0, 0
50013, 465600, 1, 0, 0
51000, 446188, 1, 0, 0
52000, 458730, 1, 0, 0
53008, 455682, 1, 0, 0
54006, 464677, 1, 0, 0
55011, 467870, 1, 0, 0
56004, 455492, 1, 0, 0
57007, 466997, 1, 0, 0
58009, 459666, 1, 0, 0
59007, 457787, 1, 0, 0
60003, 463734, 1, 0, 0
