1195, 109271, 1, 0, 0
2196, 106661, 1, 0, 0
3198, 106537, 1, 0, 0
4199, 104216, 1, 0, 0
5200, 107900, 1, 0, 0
6201, 109794, 1, 0, 0
7203, 108966, 1, 0, 0
8204, 109586, 1, 0, 0
9212, 106562, 1, 0, 0
10213, 107300, 1, 0, 0
11214, 109338, 1, 0, 0
12215, 109252, 1, 0, 0
13217, 109566, 1, 0, 0
14219, 104035, 1, 0, 0
15220, 107824, 1, 0, 0
16221, 108971, 1, 0, 0
17222, 108228, 1, 0, 0
18223, 109602, 1, 0, 0
19225, 108514, 1, 0, 0
20226, 107024, 1, 0, 0
21228, 109206, 1, 0, 0
22229, 108439, 1, 0, 0
23230, 110261, 1, 0, 0
24232, 105222, 1, 0, 0
25233, 108207, 1, 0, 0
26235, 108515, 1, 0, 0
27236, 109878, 1, 0, 0
28237, 108599, 1, 0, 0
29238, 107624, 1, 0, 0
30240, 107832, 1, 0, 0
31241, 109762, 1, 0, 0
32242, 107980, 1, 0, 0
33243, 110669, 1, 0, 0
34245, 107568, 1, 0, 0
35246, 108440, 1, 0, 0
36247, 108115, 1, 0, 0
37248, 109356, 1, 0, 0
38249, 108151, 1, 0, 0
39250, 109246, 1, 0, 0
40251, 109026, 1, 0, 0
41253, 107708, 1, 0, 0
42254, 107540, 1, 0, 0
43257, 109285, 1, 0, 0
44258, 109488, 1, 0, 0
45259, 108879, 1, 0, 0
46260, 108823, 1, 0, 0
47262, 107716, 1, 0, 0
48263, 107876, 1, 0, 0
49264, 109866, 1, 0, 0
50265, 108003, 1, 0, 0
51267, 108935, 1, 0, 0
52269, 108930, 1, 0, 0
53271, 108467, 1, 0, 0
54272, 107640, 1, 0, 0
55272, 108576, 1, 0, 0
56274, 109734, 1, 0, 0
57275, 108532, 1, 0, 0
58276, 108699, 1, 0, 0
59277, 108731, 1, 0, 0
