1000, 36416, 0, 0, 0
2000, 37048, 0, 0, 0
3005, 37455, 0, 0, 0
4000, 37680, 0, 0, 0
5010, 36779, 0, 0, 0
6002, 36832, 0, 0, 0
7002, 36419, 0, 0, 0
8001, 37096, 0, 0, 0
9003, 39511, 0, 0, 0
10001, 36349, 0, 0, 0
11002, 37175, 0, 0, 0
12001, 36405, 0, 0, 0
13000, 37098, 0, 0, 0
14000, 37080, 0, 0, 0
15000, 36444, 0, 0, 0
16000, 36449, 0, 0, 0
17000, 36411, 0, 0, 0
18003, 36546, 0, 0, 0
19000, 37632, 0, 0, 0
20000, 36491, 0, 0, 0
21000, 36405, 0, 0, 0
22000, 36533, 0, 0, 0
23003, 36518, 0, 0, 0
24000, 37588, 0, 0, 0
25000, 36434, 0, 0, 0
26000, 36513, 0, 0, 0
27000, 36328, 0, 0, 0
28000, 36584, 0, 0, 0
29000, 37013, 0, 0, 0
30000, 36411, 0, 0, 0
31000, 36531, 0, 0, 0
32000, 36310, 0, 0, 0
33001, 36612, 0, 0, 0
34000, 38256, 0, 0, 0
35000, 38749, 0, 0, 0
36000, 36536, 0, 0, 0
37000, 36492, 0, 0, 0
38000, 36385, 0, 0, 0
39000, 37162, 0, 0, 0
40000, 36265, 0, 0, 0
41000, 36493, 0, 0, 0
42000, 36347, 0, 0, 0
43000, 36453, 0, 0, 0
44001, 36646, 0, 0, 0
45000, 36395, 0, 0, 0
46000, 36440, 0, 0, 0
47000, 36369, 0, 0, 0
48000, 36959, 0, 0, 0
49000, 36439, 0, 0, 0
50000, 36499, 0, 0, 0
51000, 36491, 0, 0, 0
52000, 39323, 0, 0, 0
53001, 36577, 0, 0, 0
54000, 36927, 0, 0, 0
55000, 36413, 0, 0, 0
56000, 36400, 0, 0, 0
57000, 36439, 0, 0, 0
58000, 36623, 0, 0, 0
59000, 36856, 0, 0, 0
60000, 36340, 0, 0, 0
