1166, 28102, 0, 0, 0
2168, 26597, 0, 0, 0
3169, 26085, 0, 0, 0
4170, 26597, 0, 0, 0
5171, 26085, 0, 0, 0
6172, 27108, 0, 0, 0
7173, 27136, 0, 0, 0
8175, 26597, 0, 0, 0
9176, 25325, 0, 0, 0
10177, 26872, 0, 0, 0
11179, 26597, 0, 0, 0
12180, 27108, 0, 0, 0
13181, 26597, 0, 0, 0
14182, 27108, 0, 0, 0
15184, 26597, 0, 0, 0
16185, 27108, 0, 0, 0
17186, 27108, 0, 0, 0
18187, 27108, 0, 0, 0
19188, 26597, 0, 0, 0
20189, 27108, 0, 0, 0
21190, 26597, 0, 0, 0
22192, 27108, 0, 0, 0
23193, 26597, 0, 0, 0
24194, 27108, 0, 0, 0
25195, 27108, 0, 0, 0
26196, 27108, 0, 0, 0
27197, 27108, 0, 0, 0
28199, 26597, 0, 0, 0
29200, 27108, 0, 0, 0
30201, 27155, 0, 0, 0
31202, 27254, 0, 0, 0
32204, 27266, 0, 0, 0
33205, 25735, 0, 0, 0
34206, 26817, 0, 0, 0
35208, 26131, 0, 0, 0
36209, 27160, 0, 0, 0
37210, 27217, 0, 0, 0
38211, 26454, 0, 0, 0
39214, 27309, 0, 0, 0
40215, 27503, 0, 0, 0
41216, 27342, 0, 0, 0
42218, 27121, 0, 0, 0
43219, 26568, 0, 0, 0
44220, 27333, 0, 0, 0
45221, 27439, 0, 0, 0
46225, 27091, 0, 0, 0
47229, 27383, 0, 0, 0
48233, 27054, 0, 0, 0
49234, 27108, 0, 0, 0
50235, 27108, 0, 0, 0
51236, 27108, 0, 0, 0
52237, 25062, 0, 0, 0
53238, 26547, 0, 0, 0
54239, 27185, 0, 0, 0
55240, 27108, 0, 0, 0
56241, 27108, 0, 0, 0
57243, 27108, 0, 0, 0
58244, 26597, 0, 0, 0
59245, 27108, 0, 0, 0
