1177, 2098, 0, 0, 0
2179, 2156, 0, 0, 0
3180, 2147, 0, 0, 0
4181, 2151, 0, 0, 0
5182, 2138, 0, 0, 0
6184, 2155, 0, 0, 0
7185, 2111, 0, 0, 0
8186, 2188, 0, 0, 0
9187, 2149, 0, 0, 0
10188, 2063, 0, 0, 0
11189, 2117, 0, 0, 0
12190, 2151, 0, 0, 0
13192, 2140, 0, 0, 0
14192, 2148, 0, 0, 0
15194, 2147, 0, 0, 0
16195, 2147, 0, 0, 0
17196, 2143, 0, 0, 0
18197, 2158, 0, 0, 0
19198, 2145, 0, 0, 0
20200, 2137, 0, 0, 0
21201, 2152, 0, 0, 0
22202, 2144, 0, 0, 0
23203, 2139, 0, 0, 0
24204, 2141, 0, 0, 0
25205, 2143, 0, 0, 0
26206, 2140, 0, 0, 0
27208, 2140, 0, 0, 0
28209, 2141, 0, 0, 0
29211, 2140, 0, 0, 0
30212, 2141, 0, 0, 0
31213, 2140, 0, 0, 0
32214, 2141, 0, 0, 0
33215, 2141, 0, 0, 0
34216, 2142, 0, 0, 0
35217, 2132, 0, 0, 0
36218, 2142, 0, 0, 0
37220, 2140, 0, 0, 0
38221, 2139, 0, 0, 0
39222, 2142, 0, 0, 0
40223, 2140, 0, 0, 0
41225, 2109, 0, 0, 0
42226, 2141, 0, 0, 0
43227, 2141, 0, 0, 0
44228, 2140, 0, 0, 0
45229, 2095, 0, 0, 0
46230, 2136, 0, 0, 0
47231, 2145, 0, 0, 0
48232, 2141, 0, 0, 0
49233, 2141, 0, 0, 0
50234, 2120, 0, 0, 0
51235, 2143, 0, 0, 0
52236, 2142, 0, 0, 0
53238, 1818, 0, 0, 0
54240, 2138, 0, 0, 0
55241, 2101, 0, 0, 0
56242, 2143, 0, 0, 0
57244, 2139, 0, 0, 0
58245, 2142, 0, 0, 0
59246, 2139, 0, 0, 0
