1000, 6389, 0, 0, 0
2000, 6316, 0, 0, 0
3005, 6321, 0, 0, 0
4000, 6341, 0, 0, 0
5010, 6310, 0, 0, 0
6002, 6351, 0, 0, 0
7002, 6277, 0, 0, 0
8001, 6374, 0, 0, 0
9003, 6288, 0, 0, 0
10001, 6353, 0, 0, 0
11002, 6273, 0, 0, 0
12001, 6418, 0, 0, 0
13000, 6303, 0, 0, 0
14000, 6382, 0, 0, 0
15000, 6308, 0, 0, 0
16000, 6322, 0, 0, 0
17000, 6326, 0, 0, 0
18003, 6292, 0, 0, 0
19000, 6324, 0, 0, 0
20000, 6214, 0, 0, 0
21000, 6378, 0, 0, 0
22000, 6237, 0, 0, 0
23003, 6345, 0, 0, 0
24000, 6281, 0, 0, 0
25000, 6321, 0, 0, 0
26000, 6292, 0, 0, 0
27000, 6287, 0, 0, 0
28000, 6365, 0, 0, 0
29000, 6249, 0, 0, 0
30000, 6326, 0, 0, 0
31000, 6256, 0, 0, 0
32000, 6359, 0, 0, 0
33001, 6267, 0, 0, 0
34000, 6362, 0, 0, 0
35000, 6289, 0, 0, 0
36000, 6382, 0, 0, 0
37000, 6350, 0, 0, 0
38000, 6341, 0, 0, 0
39000, 6342, 0, 0, 0
40000, 6296, 0, 0, 0
41000, 6385, 0, 0, 0
42000, 6245, 0, 0, 0
43000, 6354, 0, 0, 0
44001, 6286, 0, 0, 0
45000, 6365, 0, 0, 0
46000, 6288, 0, 0, 0
47000, 6385, 0, 0, 0
48000, 6360, 0, 0, 0
49000, 6409, 0, 0, 0
50000, 6287, 0, 0, 0
51000, 6331, 0, 0, 0
52000, 6361, 0, 0, 0
53001, 6288, 0, 0, 0
54000, 6386, 0, 0, 0
55000, 6236, 0, 0, 0
56000, 6384, 0, 0, 0
57000, 6268, 0, 0, 0
58000, 6412, 0, 0, 0
59000, 6269, 0, 0, 0
60000, 6347, 0, 0, 0
